(9,2,3,2)
(9,2,4,2)
(9,2,5,1)
(9,3,1,2)
(9,3,2,2)
(9,3,3,2)
(9,3,4,1)
(9,3,5,1)
(9,4,1,2)
(9,4,2,2)
(9,4,3,1)
(9,4,4,2)
(9,4,5,1)
(9,5,1,2)
(9,5,2,1)
(9,5,3,1)
(9,5,4,0)
(9,5,5,0)
(10,1,1,2)
(10,1,2,2)
(10,1,3,2)
(10,1,4,2)
(10,1,5,2)
(10,2,1,2)
(10,2,2,2)
(10,2,3,2)
(10,2,4,2)
(10,2,5,1)
(10,3,1,2)
(10,3,2,2)
(10,3,3,2)
(10,3,4,1)
(10,3,5,1)
(10,4,1,2)
(10,4,2,2)
(10,4,3,1)
(10,4,4,2)
(10,4,5,1)
(10,5,1,2)
(10,5,2,1)
(10,5,3,1)
(10,5,4,0)
(10,5,5,0)
(11,1,1,2)
(11,1,2,2)
(11,1,3,2)
(11,1,4,2)
(11,1,5,2)
(11,2,1,2)
(11,2,2,2)
(11,2,3,2)
(11,2,4,2)
(11,2,5,1)
(11,3,1,2)
(11,3,2,2)
(11,3,3,2)
(11,3,4,1)
(11,3,5,1)
(11,4,1,2)
(11,4,2,2)
(11,4,3,1)
(11,4,4,2)
(11,4,5,1)
(11,5,1,2)
(11,5,2,1)
(11,5,3,1)
(11,5,4,0)
(11,5,5,0)
(12,1,1,2)
(12,1,2,2)
(12,1,3,2)
(12,1,4,2)
(12,1,5,2)
(12,2,1,2)
(12,2,2,2)
(12,2,3,2)
(12,2,4,2)
(12,2,5,1)
(12,3,1,2)
(12,3,2,2)
(12,3,3,2)
(12,3,4,1)
(12,3,5,1)
(12,4,1,2)
(12,4,2,2)
(12,4,3,1)
(12,4,4,2)
(12,4,5,1)
(12,5,1,2)
(12,5,2,1)
(12,5,3,1)
(12,5,4,0)
(12,5,5,0)
(13,1,1,2)
(13,1,2,2)
(13,1,3,2)
(13,1,4,2)
(13,1,5,2)
(13,2,1,2)
(13,2,2,2)
(13,2,3,2)
(13,2,4,2)
(13,2,5,1)
(13,3,1,2)
(13,3,2,2)
(13,3,3,2)
(13,3,4,1)
(13,3,5,1)
(13,4,1,2)
(13,4,2,2)
(13,4,3,1)
(13,4,4,2)
(13,4,5,1)
(13,5,1,2)
(13,5,2,1)
(13,5,3,1)
(13,5,4,0)
(13,5,5,0)
(14,1,1,2)
(14,1,2,2)
(14,1,3,2)
(14,1,4,2)
(14,1,5,2)
(14,2,1,2)
(14,2,2,2)
(14,2,3,2)
(14,2,4,2)
(14,2,5,1)
(14,3,1,2)
(14,3,2,2)
(14,3,3,2)
(14,3,4,1)
(14,3,5,1)
(14,4,1,2)
(14,4,2,2)
(14,4,3,1)
(14,4,4,2)
(14,4,5,1)
(14,5,1,2)
(14,5,2,1)
(14,5,3,1)
(14,5,4,0)
(14,5,5,0)
(15,1,1,2)
(15,1,2,2)
(15,1,3,2)
(15,1,4,2)
(15,1,5,2)
(15,2,1,2)
(15,2,2,2)
(15,2,3,2)
(15,2,4,2)
(15,2,5,1)
(15,3,1,2)
(15,3,2,2)
(15,3,3,2)
(15,3,4,1)
(15,3,5,1)
(15,4,1,2)
(15,4,2,2)
(15,4,3,1)
(15,4,4,2)
(15,4,5,1)
(15,5,1,2)
(15,5,2,1)
(15,5,3,1)
(15,5,4,0)
(15,5,5,0)
(16,1,1,2)
(16,1,2,2)
(16,1,3,2)
(16,1,4,2)
(16,1,5,2)
(16,2,1,2)
(16,2,2,2)
(16,2,3,2)
(16,2,4,2)
(16,2,5,1)
(16,3,1,2)
(16,3,2,2)
(16,3,3,2)
(16,3,4,1)
(16,3,5,1)
(16,4,1,2)
(16,4,2,2)
(16,4,3,1)
(16,4,4,2)
(16,4,5,1)
(16,5,1,2)
(16,5,2,1)
(16,5,3,1)
(16,5,4,0)
(16,5,5,0)
(17,1,1,2)
(17,1,2,2)
(17,1,3,2)
(17,1,4,2)
(17,1,5,2)
(17,2,1,2)
(17,2,2,2)
(17,2,3,2)
(17,2,4,2)
(17,2,5,1)
(17,3,1,2)
(17,3,2,2)
(17,3,3,2)
(17,3,4,1)
(17,3,5,1)
(17,4,1,2)
(17,4,2,2)
(17,4,3,1)
(17,4,4,2)
(17,4,5,1)
(17,5,1,2)
(17,5,2,1)
(17,5,3,1)
(17,5,4,0)
(17,5,5,0)
(18,1,1,2)
(18,1,2,2)
(18,1,3,2)
(18,1,4,2)
(18,1,5,2)
(18,2,1,2)
(18,2,2,2)
(18,2,3,2)
(18,2,4,2)
(18,2,5,1)
(18,3,1,2)
(18,3,2,2)
(18,3,3,2)
(18,3,4,1)
(18,3,5,1)
(18,4,1,2)
(18,4,2,2)
(18,4,3,1)
(18,4,4,2)
(18,4,5,1)
(18,5,1,2)
(18,5,2,1)
(18,5,3,1)
(18,5,4,0)
(18,5,5,0)
(19,1,1,2)
(19,1,2,2)
(19,1,3,2)
(19,1,4,2)
(19,1,5,2)
(19,2,1,2)
(19,2,2,2)
(19,2,3,2)
(19,2,4,2)
(19,2,5,1)
(19,3,1,2)
(19,3,2,2)
(19,3,3,2)
(19,3,4,1)
(19,3,5,1)
(19,4,1,2)
(19,4,2,2)
(19,4,3,1)
(19,4,4,2)
(19,4,5,1)
(19,5,1,2)
(19,5,2,1)
(19,5,3,1)
(19,5,4,0)
(19,5,5,0)
(20,1,1,2)
(20,1,2,2)
(20,1,3,2)
(20,1,4,2)
(20,1,5,2)
(20,2,1,2)
(20,2,2,2)
(20,2,3,2)
(20,2,4,2)
(20,2,5,1)
(20,3,1,2)
(20,3,2,2)
(20,3,3,2)
(20,3,4,1)
(20,3,5,1)
(20,4,1,2)
(20,4,2,2)
(20,4,3,1)
(20,4,4,2)
(20,4,5,1)
(20,5,1,2)
(20,5,2,1)
(20,5,3,1)
(20,5,4,0)
(20,5,5,0)
(21,1,1,2)
(21,1,2,2)
(21,1,3,2)
(21,1,4,2)
(21,1,5,2)
(21,2,1,2)
(21,2,2,2)
(21,2,3,2)
(21,2,4,2)
(21,2,5,1)
(21,3,1,2)
(21,3,2,2)
(21,3,3,2)
(21,3,4,1)
(21,3,5,1)
(21,4,1,2)
(21,4,2,2)
(21,4,3,1)
(21,4,4,2)
(21,4,5,1)
(21,5,1,2)
(21,5,2,1)
(21,5,3,1)
(21,5,4,0)
(21,5,5,0)
(22,1,1,2)
(22,1,2,2)
(22,1,3,2)
(22,1,4,2)
(22,1,5,2)
(22,2,1,2)
(22,2,2,2)
(22,2,3,2)
(22,2,4,2)
(22,2,5,1)
(22,3,1,2)
(22,3,2,2)
(22,3,3,2)
(22,3,4,1)
(22,3,5,1)
(22,4,1,2)
(22,4,2,2)
(22,4,3,1)
(22,4,4,2)
(22,4,5,1)
(22,5,1,2)
(22,5,2,1)
(22,5,3,1)
(22,5,4,0)
(22,5,5,0)
(23,1,1,2)
(23,1,2,2)
(23,1,3,2)
(23,1,4,2)
(23,1,5,2)
(23,2,1,2)
(23,2,2,2)
(23,2,3,2)
(23,2,4,2)
(23,2,5,1)
(23,3,1,2)
(23,3,2,2)
(23,3,3,2)
(23,3,4,1)
(23,3,5,1)
(23,4,1,2)
(23,4,2,2)
(23,4,3,1)
(23,4,4,2)
(23,4,5,1)
(23,5,1,2)
(23,5,2,1)
(23,5,3,1)
(23,5,4,0)
(23,5,5,0)
(24,1,1,2)
(24,1,2,2)
(24,1,3,2)
(24,1,4,2)
(24,1,5,2)
(24,2,1,2)
(24,2,2,2)
(24,2,3,2)
(24,2,4,2)
(24,2,5,1)
(24,3,1,2)
(24,3,2,2)
(24,3,3,2)
(24,3,4,1)
(24,3,5,1)
(24,4,1,2)
(24,4,2,2)
(24,4,3,1)
(24,4,4,2)
(24,4,5,1)
(24,5,1,2)
(24,5,2,1)
(24,5,3,1)
(24,5,4,0)
(24,5,5,0)
(25,1,1,2)
(25,1,2,2)
(25,1,3,2)
(25,1,4,2)
(25,1,5,2)
(25,2,1,2)
(25,2,2,2)
(25,2,3,2)
(25,2,4,2)
(25,2,5,1)
(25,3,1,2)
(25,3,2,2)
(25,3,3,2)
(25,3,4,1)
(25,3,5,1)
(25,4,1,2)
(25,4,2,2)
(25,4,3,1)
(25,4,4,1)
(25,4,5,1)
(25,5,1,2)
(25,5,2,1)
(25,5,3,1)
(25,5,4,0)
(25,5,5,0)
(26,1,3,2)
(26,1,4,2)
(26,1,5,2)
(26,2,2,2)
(26,2,3,1)
(26,2,4,1)
(26,2,5,1)
(26,3,1,2)
(26,3,2,2)
(26,3,3,1)
(26,3,4,1)
(26,3,5,0)
(26,4,1,2)
(26,4,2,1)
(26,4,3,1)
(26,4,4,0)
(26,4,5,0)
(26,5,1,2)
(26,5,2,1)
(26,5,3,0)
(26,5,4,0)
(26,5,5,0)
(27,1,3,2)
(27,1,4,2)
(27,1,5,2)
(27,2,1,2)
(27,2,3,1)
(27,2,4,1)
(27,2,5,1)
(27,3,1,2)
(27,3,2,2)
(27,3,3,1)
(27,3,4,1)
(27,3,5,0)
(27,4,1,2)
(27,4,2,1)
(27,4,3,1)
(27,4,4,0)
(27,4,5,0)
(27,5,1,2)
(27,5,2,1)
(27,5,3,0)
(27,5,4,0)
(27,5,5,0)
(28,1,3,2)
(28,1,4,2)
(28,1,5,2)
(28,2,3,1)
(28,2,4,1)
(28,2,5,1)
(28,3,1,2)
(28,3,2,2)
(28,3,3,1)
(28,3,4,1)
(28,3,5,0)
(28,4,1,2)
(28,4,2,1)
(28,4,3,1)
(28,4,4,0)
(28,4,5,0)
(28,5,1,2)
(28,5,2,1)
(28,5,3,0)
(28,5,4,0)
(28,5,5,0)
(29,1,3,2)
(29,1,4,2)
(29,1,5,2)
(29,2,3,1)
(29,2,4,1)
(29,2,5,1)
(29,3,1,2)
(29,3,2,2)
(29,3,3,1)
(29,3,4,1)
(29,3,5,0)
(29,4,1,2)
(29,4,2,1)
(29,4,3,1)
(29,4,4,0)
(29,4,5,0)
(29,5,1,2)
(29,5,2,1)
(29,5,3,0)
(29,5,4,0)
(29,5,5,0)
(30,1,3,2)
(30,1,4,2)
(30,1,5,2)
(30,2,2,2)
(30,2,3,2)
(30,2,4,1)
(30,2,5,1)
(30,3,1,2)
(30,3,2,2)
(30,3,3,1)
(30,3,4,1)
(30,3,5,1)
(30,4,1,2)
(30,4,2,1)
(30,4,3,1)
(30,4,4,0)
(30,4,5,0)
(30,5,1,2)
(30,5,2,1)
(30,5,3,0)
(30,5,4,0)
(30,5,5,0)
(31,1,3,2)
(31,1,4,2)
(31,1,5,2)
(31,2,2,2)
(31,2,3,2)
(31,2,4,1)
(31,2,5,1)
(31,3,1,2)
(31,3,2,2)
(31,3,3,1)
(31,3,4,1)
(31,3,5,1)
(31,4,1,2)
(31,4,2,1)
(31,4,3,1)
(31,4,4,0)
(31,4,5,0)
(31,5,1,2)
(31,5,2,1)
(31,5,3,0)
(31,5,4,0)
(31,5,5,0)
(32,1,3,2)
(32,1,4,2)
(32,1,5,2)
(32,2,2,2)
(32,2,3,2)
(32,2,4,1)
(32,2,5,1)
(32,3,1,2)
(32,3,2,2)
(32,3,3,1)
(32,3,4,1)
(32,3,5,1)
(32,4,1,2)
(32,4,2,1)
(32,4,3,1)
(32,4,4,0)
(32,4,5,0)
(32,5,1,2)
(32,5,2,1)
(32,5,3,0)
(32,5,4,0)
(32,5,5,0)
(33,1,3,2)
(33,1,4,2)
(33,1,5,2)
(33,2,2,2)
(33,2,3,2)
(33,2,4,1)
(33,2,5,1)
(33,3,1,2)
(33,3,2,2)
(33,3,3,1)
(33,3,4,1)
(33,3,5,1)
(33,4,1,2)
(33,4,2,1)
(33,4,3,1)
(33,4,4,0)
(33,4,5,0)
(33,5,1,2)
(33,3,2,1)
(33,5,3,0)
(33,5,4,0)
(33,5,5,0)
(34,1,3,2)
(34,1,4,2)
(34,1,5,2)
(34,2,2,2)
(34,2,3,2)
(34,2,4,1)
(34,2,5,1)
(34,3,1,2)
(34,3,2,2)
(34,3,3,1)
(34,3,4,1)
(34,3,5,1)
(34,4,1,2)
(34,4,2,1)
(34,4,3,1)
(34,4,4,0)
(34,4,5,0)
(34,5,1,2)
(34,5,2,1)
(34,5,3,0)
(34,5,4,0)
(34,5,5,0)
(35,1,3,2)
(35,1,4,2)
(35,1,5,2)
(35,2,2,2)
(35,2,3,2)
(35,2,4,1)
(35,2,5,1)
(35,3,1,2)
(35,3,2,2)
(35,3,3,1)
(35,3,4,1)
(35,3,5,1)
(35,4,1,2)
(35,4,2,1)
(35,4,3,1)
(35,4,4,0)
(35,4,5,0)
(35,5,1,2)
(35,5,2,1)
(35,5,3,0)
(35,5,4,0)
(35,5,5,0)            
(36,1,3,2)
(36,1,4,2)
(36,1,5,2)
(36,2,2,2)
(36,2,3,2)
(36,2,4,1)
(36,2,5,1)
(36,3,1,2)
(36,3,2,2)
(36,3,3,1)
(36,3,4,1)
(36,3,5,1)
(36,4,1,2)
(36,4,2,1)
(36,4,3,1)
(36,4,4,0)
(36,4,5,0)
(36,5,1,2)
(36,5,2,1)
(36,5,3,0)
(36,5,4,0)
(36,5,5,0)
(37,1,3,2)
(37,1,4,2)
(37,1,5,2)
(37,2,2,2)
(37,2,3,2)
(37,2,4,1)
(37,2,5,1)
(37,3,1,2)
(37,3,2,2)
(37,3,3,1)
(37,3,4,1)
(37,3,5,1)
(37,4,1,2)
(37,4,2,1)
(37,4,3,1)
(37,4,4,0)
(37,4,5,0)
(37,5,1,2)
(37,5,2,1)
(37,5,3,0)
(37,5,4,0)
(37,5,5,0)
(38,1,3,2)
(38,1,4,2)
(38,1,5,2)
(38,2,2,2)
(38,2,3,2)
(38,2,4,1)
(38,2,5,1)
(38,3,1,2)
(38,3,2,2)
(38,3,3,1)
(38,3,4,1)
(38,3,5,1)
(38,4,1,2)
(38,4,2,1)
(38,4,3,1)
(38,4,4,0)
(38,4,5,0)
(38,5,1,2)
(38,5,2,1)
(38,5,3,0)
(38,5,4,0)
(38,5,5,0)
(39,1,3,2)
(39,1,4,2)
(39,1,5,2)
(39,2,2,2)
(39,2,3,2)
(39,2,4,1)
(39,2,5,1)
(39,3,1,2)
(39,3,2,2)
(39,3,3,1)
(39,3,4,1)
(39,3,5,1)
(39,4,1,2)
(39,4,2,1)
(39,4,3,1)
(39,4,4,0)
(39,4,5,0)
(39,5,1,2)
(39,5,2,1)
(39,5,3,0)
(39,5,4,0)
(39,5,5,0)
(40,1,3,2)
(40,1,4,2)
(40,1,5,2)
(40,2,2,2)
(40,2,3,2)
(40,2,4,1)
(40,2,5,1)
(40,3,1,2)
(40,3,2,2)
(40,3,3,1)
(40,3,4,1)
(40,3,5,0)
(40,4,1,2)
(40,4,2,1)
(40,4,3,1)
(40,4,4,0)
(40,4,5,0)
(40,5,1,2)
(40,5,2,1)
(40,5,3,1)
(40,5,4,0)
(40,5,5,0)
(41,1,1,2)
(41,1,2,2)
(41,1,3,2)
(41,1,4,2)
(41,1,5,2)
(41,2,2,2)
(41,2,3,2)
(41,2,4,1)
(41,2,5,1)
(41,3,1,2)
(41,3,2,2)
(41,3,3,1)
(41,3,4,1)
(41,3,5,1)
(41,4,1,2)
(41,4,2,1)
(41,4,3,1)
(41,4,4,1)
(41,4,5,1)
(41,5,1,2)
(41,5,2,1)
(41,5,3,1)
(41,5,4,0)
(41,5,5,0)
(42,1,1,2)
(42,1,2,2)
(42,1,3,2)
(42,1,4,2)
(42,1,5,2)
(42,2,2,2)
(42,2,3,2)
(42,2,4,1)
(42,2,5,1)
(42,3,1,2)
(42,3,2,2)
(42,3,3,1)
(42,3,4,1)
(42,3,5,1)
(42,4,1,2)
(42,4,2,1)
(42,4,3,1)
(42,4,4,1)
(42,4,5,1)
(42,5,1,2)
(42,5,2,1)
(42,5,3,1)
(42,5,4,0)
(42,5,5,0)
(43,1,1,2)
(43,1,2,2)
(43,1,3,2)
(43,1,4,2)
(43,1,5,2)
(43,2,2,2)
(43,2,3,2)
(43,2,4,1)
(43,2,5,1)
(43,3,1,2)
(43,3,2,2)
(43,3,3,1)
(43,3,4,1)
(43,3,5,1)
(43,4,1,2)
(41,4,2,1)
(43,4,3,1)
(43,4,4,1)
(43,4,5,1)
(43,5,1,2)
(43,5,2,1)
(43,5,3,1)
(43,5,4,0)
(43,5,5,0)
(44,1,1,2)
(44,1,2,2)
(44,1,3,2)
(44,1,4,2)
(44,1,5,2)
(44,2,2,2)
(44,2,3,2)
(44,2,4,1)
(44,2,5,1)
(44,3,1,2)
(44,3,2,2)
(44,3,3,1)
(44,3,4,1)
(44,3,5,1)
(44,4,1,2)
(44,4,2,1)
(44,4,3,1)
(44,4,4,1)
(44,4,5,1)
(44,5,1,2)
(44,5,2,1)
(44,5,3,1)
(44,5,4,0)
(44,5,5,0)
(45,1,1,2)
(45,1,2,2)
(45,1,3,2)
(45,1,4,2)
(45,1,5,2)
(45,2,2,2)
(45,2,3,2)
(45,2,4,1)
(45,2,5,1)
(45,3,1,2)
(45,3,2,2)
(45,3,3,1)
(45,3,4,1)
(45,3,5,1)
(45,4,1,2)
(45,4,2,1)
(45,4,3,1)
(45,4,4,1)
(45,4,5,1)
(45,5,1,2)
(45,5,2,1)
(45,5,3,1)
(45,5,4,0)
(45,5,5,0)
(46,1,1,2)
(46,1,2,2)
(46,1,3,2)
(46,1,4,2)
(46,1,5,2)
(46,2,2,2)
(46,2,3,2)
(46,2,4,1)
(46,2,5,1)
(46,3,1,2)
(46,3,2,2)
(46,3,3,1)
(46,3,4,1)
(46,3,5,1)
(46,4,1,2)
(46,4,2,1)
(46,4,3,1)
(46,4,4,1)
(46,4,5,1)
(46,5,1,2)
(46,5,2,1)
(46,5,3,1)
(46,5,4,0)
(46,5,5,0)
(47,1,1,2)
(47,1,2,2)
(47,1,3,2)
(47,1,4,2)
(47,1,5,2)
(47,2,2,2)
(47,2,3,2)
(47,2,4,1)
(47,2,5,1)
(47,3,1,2)
(47,3,2,2)
(47,3,3,1)
(47,3,4,1)
(47,3,5,1)
(47,4,1,2)
(47,4,2,1)
(47,4,3,1)
(47,4,4,1)
(47,4,5,1)
(47,5,1,2)
(47,5,2,1)
(47,5,3,1)
(47,5,4,0)
(47,5,5,0)
(48,1,1,2)
(48,1,2,2)
(48,1,3,2)
(48,1,4,2)
(48,1,5,2)
(48,2,2,2)
(48,2,3,2)
(48,2,4,1)
(48,2,5,1)
(48,3,1,2)
(48,3,2,2)
(48,3,3,1)
(48,3,4,1)
(48,3,5,1)
(48,4,1,2)
(48,4,2,1)
(48,4,3,1)
(48,4,4,1)
(48,4,5,1)
(48,5,1,2)
(48,5,2,1)
(48,5,3,1)
(48,5,4,0)
(48,5,5,0)
(49,1,1,2)
(49,1,2,2)
(49,1,3,2)
(49,1,4,2)
(49,1,5,2)
(49,2,2,2)
(49,2,3,2)
(49,2,4,1)
(49,2,5,1)
(49,3,1,2)
(49,3,2,2)
(49,3,3,1)
(49,3,4,1)
(49,3,5,1)
(49,4,1,2)
(49,4,2,1)
(49,4,3,1)
(49,4,4,1)
(49,4,5,1)
(49,5,1,2)
(49,5,2,1)
(49,5,3,1)
(49,5,4,0)
(49,5,5,0)
(50,1,1,2)
(50,1,2,2)
(50,1,3,2)
(50,1,4,2)
(50,1,5,2)
(50,2,1,2)
(50,2,2,2)
(50,2,3,2)
(50,2,4,2)
(50,2,5,1)
(50,3,1,2)
(50,3,2,2)
(50,3,3,2)
(50,3,4,1)
(50,3,5,1)
(50,4,1,2)
(50,4,2,2)
(50,4,3,1)
(50,4,4,1)
(50,4,5,1)
(50,5,1,2)
(50,5,2,1)
(50,5,3,1)
(50,5,4,0)
(50,5,5,0)
(51,1,1,2)
(51,1,2,2)
(51,1,3,2)
(51,1,4,2)
(51,1,5,2)
(51,2,1,2)
(51,2,2,2)
(51,2,3,2)
(51,2,4,2)
(51,2,5,1)
(51,3,1,2)
(51,3,2,2)
(51,3,3,2)
(51,3,4,1)
(51,3,5,1)
(51,4,1,2)
(51,4,2,2)
(51,4,3,1)
(51,4,4,1)
(51,4,5,1)
(51,5,1,2)
(51,5,2,1)
(51,5,3,1)
(51,5,4,0)
(51,5,5,0)
(52,1,1,2)
(52,1,2,2)
(52,1,3,2)
(52,1,4,2)
(52,1,5,2)
(52,2,1,2)
(52,2,2,2)
(52,2,3,2)
(52,2,4,2)
(52,2,5,1)
(52,3,1,2)
(52,3,2,2)
(52,3,3,2)
(52,3,4,1)
(52,3,5,1)
(52,4,1,2)
(52,4,2,2)
(52,4,3,1)
(52,4,4,1)
(52,4,5,1)
(52,5,1,2)
(52,5,2,1)
(52,5,3,1)
(52,5,4,0)
(52,5,5,0)
(53,1,1,2)
(53,1,2,2)
(53,1,3,2)
(53,1,4,2)
(53,1,5,2)
(53,2,1,2)
(53,2,2,2)
(53,2,3,2)
(53,2,4,2)
(53,2,5,1)
(53,3,1,2)
(53,3,2,2)
(53,3,3,2)
(53,3,4,1)
(53,3,5,1)
(53,4,1,2)
(53,4,2,2)
(53,4,3,1)
(53,4,4,1)
(53,4,5,1)
(53,5,1,2)
(53,5,2,1)
(53,5,3,1)
(53,5,4,0)
(53,5,5,0)
(54,1,1,2)
(54,1,2,2)
(54,1,3,2)
(54,1,4,2)
(54,1,5,2)
(54,2,1,2)
(54,2,2,2)
(54,2,3,2)
(54,2,4,2)
(54,2,5,1)
(54,3,1,2)
(54,3,2,2)
(54,3,3,2)
(54,3,4,1)
(54,3,5,1)
(54,4,1,2)
(54,4,2,2)
(54,4,3,1)
(54,4,4,1)
(54,4,5,1)
(54,5,1,2)
(54,5,2,1)
(54,5,3,1)
(54,5,4,0)
(54,5,5,0)
(55,1,1,2)
(55,1,2,2)
(55,1,3,2)
(55,1,4,2)
(55,1,5,2)
(55,2,1,2)
(55,2,2,2)
(55,2,3,2)
(55,2,4,2)
(55,2,5,1)
(55,3,1,2)
(55,3,2,2)
(55,3,3,2)
(55,3,4,1)
(55,3,5,1)
(55,4,1,2)
(55,4,2,2)
(55,4,3,1)
(55,4,4,1)
(55,4,5,1)
(55,5,1,2)
(55,5,2,1)
(55,5,3,1)
(55,5,4,0)
(55,5,5,0)
(56,1,1,2)
(56,1,2,2)
(56,1,3,2)
(56,1,4,2)
(56,1,5,2)
(56,2,1,2)
(56,2,2,2)
(56,2,3,2)
(56,2,4,2)
(56,2,5,1)
(56,3,1,2)
(56,3,2,2)
(56,3,3,2)
(56,3,4,1)
(56,3,5,1)
(56,4,1,2)
(56,4,2,2)
(56,4,3,1)
(56,4,4,1)
(56,4,5,1)
(56,5,1,2)
(56,5,2,1)
(56,5,3,1)
(56,5,4,0)
(56,5,5,0)
(57,1,1,2)
(57,1,2,2)
(57,1,3,2)
(57,1,4,2)
(57,1,5,2)
(57,2,1,2)
(57,2,2,2)
(57,2,3,2)
(57,2,4,2)
(57,2,5,1)
(57,3,1,2)
(57,3,2,2)
(57,3,3,2)
(57,3,4,1)
(57,3,5,1)
(57,4,1,2)
(57,4,2,2)
(57,4,3,1)
(57,4,4,1)
(57,4,5,1)
(57,5,1,2)
(57,5,2,1)
(57,5,3,1)
(57,5,4,0)
(57,5,5,0)
(58,1,1,2)
(58,1,2,2)
(58,1,3,2)
(58,1,4,2)
(58,1,5,2)
(58,2,1,2)
(58,2,2,2)
(58,2,3,2)
(58,2,4,2)
(58,2,5,1)
(58,3,1,2)
(58,3,2,2)
(58,3,3,2)
(58,3,4,1)
(58,3,5,1)
(58,4,1,2)
(58,4,2,2)
(58,4,3,1)
(58,4,4,1)
(58,4,5,1)
(58,5,1,2)
(58,5,2,1)
(58,5,3,1)
(58,5,4,0)
(58,5,5,0)
(59,1,1,2)
(59,1,2,2)
(59,1,3,2)
(59,1,4,2)
(59,1,5,2)
(59,2,1,2)
(59,2,2,2)
(59,2,3,2)
(59,2,4,2)
(59,2,5,1)
(59,3,1,2)
(59,3,2,2)
(59,3,3,2)
(59,3,4,1)
(59,3,5,1)
(59,4,1,2)
(59,4,2,2)
(59,4,3,1)
(59,4,4,1)
